#	symbol	entrez	ensembl
CNRIP1	25927	ENSG00000119865
WFDC10B	280664	ENSG00000182931
GPATCH2L	55668	ENSG00000089916
C14orf118	55668	ENSG00000089916
PCDH10	57575	ENSG00000138650
BBS9	27241	ENSG00000122507
B1	27241	ENSG00000122507
TAF4	6874	ENSG00000130699
KCTD17	79734	ENSG00000100379
TMEM154	201799	ENSG00000170006
MSANTD3	91283	ENSG00000066697
C9orf30	91283	ENSG00000066697
SPP2	6694	ENSG00000072080
MPDU1	9526	ENSG00000129255
H2AB2	474381	ENSG00000277858
TMPRSS11F	389208	ENSG00000198092
F8A1	474383	ENSG00000288709
TREX2	11219	ENSG00000183479
OLFM1	10439	ENSG00000130558
HSPBAP1	79663	ENSG00000169087
SQSTM1	8878	ENSG00000161011
WFDC8	90199	ENSG00000158901
ZCCHC12	170261	ENSG00000174460
RBM15B	29890	ENSG00000259956
UPK1B	7348	ENSG00000114638
IFT43	112752	ENSG00000119650
ADM2	79924	ENSG00000128165
LONRF3	79836	ENSG00000175556
PIGT	51604	ENSG00000124155
MIOX	55586	ENSG00000100253
HERC3	8916	ENSG00000287542
CDH8	1006	ENSG00000150394
RNF150	57484	ENSG00000170153
ZCCHC7	84186	ENSG00000147905
NIN	51199	ENSG00000100503
TUBB8B	260334	ENSG00000173213
AFG3L2	10939	ENSG00000141385
UBE2E1	7324	ENSG00000170142
SLC39A4	55630	ENSG00000147804
GYG2	8908	ENSG00000056998
BSND	7809	ENSG00000162399
PCYOX1L	78991	ENSG00000145882
GPX7	2882	ENSG00000116157
ZNF330	27309	ENSG00000109445
SLC44A3	126969	ENSG00000143036
SBF1	6305	ENSG00000100241
SPOCK1	6695	ENSG00000152377
GJA10	84694	ENSG00000135355
CXNN	84694	ENSG00000135355
TRAT1	50852	ENSG00000163519
LCMT1	51451	ENSG00000205629
VPS28	51160	ENSG00000160948
CASP8AP2	9994	ENSG00000118412
IL4	3565	ENSG00000113520
ADAM23	8745	ENSG00000114948
TLE4	7091	ENSG00000106829
ZBED2	79413	ENSG00000177494
CTDP1	9150	ENSG00000060069
C3orf56	285311	ENSG00000214324
HERC3	8916	ENSG00000138641
SOX15	6665	ENSG00000129194
FXR2	9513	ENSG00000129245
FBXO30	84085	ENSG00000118496
GRIA1	2890	ENSG00000155511
PPP4R2	151987	ENSG00000163605
TBPL1	9519	ENSG00000028839
AKAP13	11214	ENSG00000170776
SHCBP1	79801	ENSG00000171241
TCF21	6943	ENSG00000118526
GSTA3	2940	ENSG00000174156
ARSD	414	ENSG00000006756
ACP3	55	ENSG00000014257
GATB	5188	ENSG00000059691
COQ7	10229	ENSG00000167186
ARSH	347527	ENSG00000205667
GSTA4	2941	ENSG00000170899
SPOPL	339745	ENSG00000144228
SETBP1	26040	ENSG00000152217
SHBG	6462	ENSG00000129214
ARSF	416	ENSG00000062096
HEL-S-68p	5230	ENSG00000102144
PGK1	5230	ENSG00000102144
SEMA3F	6405	ENSG00000001617
PYGM	5837	ENSG00000068976
GALNT5	11227	ENSG00000136542
PGAM4	441531	ENSG00000226784
NEDD4L	23327	ENSG00000049759
TAF9B	51616	ENSG00000187325
PKN2	5586	ENSG00000065243
GCM1	8521	ENSG00000137270
GSG1L	146395	ENSG00000169181
KDM6A	7403	ENSG00000147050
BOP1	23246	ENSG00000261236
OR2B6	26212	ENSG00000124657
CEP43	11116	ENSG00000213066
TMEM163	81615	ENSG00000152128
N4BP2	55728	ENSG00000078177
MAP4K2	5871	ENSG00000168067
ZC3H7A	29066	ENSG00000122299
ARSL	415	ENSG00000157399
UNC93A	54346	ENSG00000112494
SLC52A2	79581	ENSG00000185803
ABCD3	5825	ENSG00000117528
SLC25A14	9016	ENSG00000102078
SLC38A3	10991	ENSG00000188338
TTLL2	83887	ENSG00000120440
CD37	951	ENSG00000104894
NAT1	9	ENSG00000171428
LARS1	51520	ENSG00000133706
HTR1B	3351	ENSG00000135312
PPP1R3G	648791	ENSG00000219607
MMP2	4313	ENSG00000087245
RIPOR2	9750	ENSG00000111913
C6orf32	9750	ENSG00000111913
OPRK1	4986	ENSG00000082556
RBM46	166863	ENSG00000151962
SLC45A4	57210	ENSG00000022567
BFSP2	8419	ENSG00000170819
SGO2	151246	ENSG00000163535
NR3C2	4306	ENSG00000151623
ABHD17B	51104	ENSG00000107362
PHLDB2	90102	ENSG00000144824
PRKACG	5568	ENSG00000165059
KDM4C	23081	ENSG00000107077
TUBGCP4	27229	ENSG00000137822
ALG14	199857	ENSG00000172339
ZZZ3	26009	ENSG00000036549
GPR20	2843	ENSG00000204882
CWC22	57703	ENSG00000163510
MOS	4342	ENSG00000172680
PLAG1	5324	ENSG00000181690
SAT2	112483	ENSG00000141504
BORCS8	729991	ENSG00000254901
EHD1	10938	ENSG00000110047
CHCHD7	79145	ENSG00000170791
ASB4	51666	ENSG00000005981
RPS3A	6189	ENSG00000145425
CES5A	221223	ENSG00000159398
HEL126	221223	ENSG00000159398
RBM48	84060	ENSG00000127993
ATP1B2	482	ENSG00000129244
YIPF1	54432	ENSG00000058799
EFNB3	1949	ENSG00000108947
ZSCAN22	342945	ENSG00000182318
PCTK2	5128	ENSG00000059758
CDK17	5128	ENSG00000059758
MTERF1	7978	ENSG00000127989
ZNF548	147694	ENSG00000188785
TEX51	101929926	ENSG00000237524
OR1D5	8386	ENSG00000262628
OR1D5	653166	ENSG00000262628
PPP1R14D	54866	ENSG00000166143
ATG2A	23130	ENSG00000110046
NPTX2	4885	ENSG00000106236
NDRG1	10397	ENSG00000104419
GPR119	139760	ENSG00000147262
RPP25	54913	ENSG00000178718
SMS	6611	ENSG00000102172
NPAP1	23742	ENSG00000185823
LDLRAD1	388633	ENSG00000203985
VPS13C	54832	ENSG00000129003
TMEM97	27346	ENSG00000109084
ERVW-1	30816	ENSG00000242950
ERVWE1	30816	ENSG00000242950
CBWD3	445571	ENSG00000196873
CBWD5	445571	ENSG00000196873
CBWD6	445571	ENSG00000196873
TEX47	219557	ENSG00000164645
CD22	933	ENSG00000012124
HECW2	57520	ENSG00000138411
ZKSCAN1	7586	ENSG00000106261
PLEKHH1	57475	ENSG00000054690
CBLL2	158506	ENSG00000175809
RABL2B	11158	ENSG00000079974
PHEX	5251	ENSG00000102174
TNFAIP1	7126	ENSG00000109079
GJB4	127534	ENSG00000189433
CXNB	127534	ENSG00000189433
TMEM125	128218	ENSG00000179178
TAC1	6863	ENSG00000006128
PPP2R5B	5526	ENSG00000068971
NMU	10874	ENSG00000109255
DMRTA2	63950	ENSG00000142700
UHRF1BP1L	23074	ENSG00000111647
HIVEP3	59269	ENSG00000127124
POLDIP2	26073	ENSG00000004142
MRAS	22808	ENSG00000158186
PIGH	5283	ENSG00000100564
DCBLD1	285761	ENSG00000164465
GPHA2	170589	ENSG00000149735
SEC61G	23480	ENSG00000132432
TM2D1	83941	ENSG00000162604
CLEC19A	728276	ENSG00000261210
MAJIN	283129	ENSG00000168070
CCL17	6361	ENSG00000102970
TMEM199	147007	ENSG00000244045
IFT22	64792	ENSG00000128581
RABL5	64792	ENSG00000128581
ARG2	384	ENSG00000081181
BATF2	116071	ENSG00000168062
MAGEB2	4113	ENSG00000099399
TMEM144	55314	ENSG00000164124
MAGEB4	4115	ENSG00000120289
DNAAF8	146562	ENSG00000166246
ARL2	402	ENSG00000213465
GABRE	2564	ENSG00000102287
PHF3	23469	ENSG00000118482
FAM3D	131177	ENSG00000198643
VTI1B	10490	ENSG00000100568
SCP2	6342	ENSG00000116171
VTN	7448	ENSG00000109072
CDC42BPG	55561	ENSG00000171219
RDH11	51109	ENSG00000072042
CMKLR1	1240	ENSG00000174600
CRAMP1	57585	ENSG00000007545
TPBG	7162	ENSG00000146242
MRPS17	51373	ENSG00000239789
EMD	2010	ENSG00000102119
TSPYL1	7259	ENSG00000189241
RNF7	9616	ENSG00000114125
SIM1	6492	ENSG00000112246
CYCS	54205	ENSG00000172115
WASHC3	51019	ENSG00000120860
NUP153	9972	ENSG00000124789
MYO1C	4641	ENSG00000197879
OSBPL11	114885	ENSG00000144909
GUSB	2990	ENSG00000169919
OR52R1	119695	ENSG00000279270
OR51G1	79324	ENSG00000278870
OR51A2	401667	ENSG00000205496
OR52J3	119679	ENSG00000205495
OR52E2	119678	ENSG00000176787
PDIA5	10954	ENSG00000065485
GDE1	51573	ENSG00000006007
FRMPD3	84443	ENSG00000147234
RDH12	145226	ENSG00000139988
SPRED2	200734	ENSG00000198369
HBB	3043	ENSG00000244734
SFTA3	253970	ENSG00000257520
HBD	3045	ENSG00000223609
RFTN2	130132	ENSG00000162944
RAB11FIP3	9727	ENSG00000090565
ATXN7L3B	552889	ENSG00000253719
NKX2-8	26257	ENSG00000136327
TNNI3	7137	ENSG00000129991
GNPTAB	79158	ENSG00000111670
Pax9	5083	ENSG00000198807
PAX9	5083	ENSG00000198807
IL20RB	53833	ENSG00000174564
GPR31	2853	ENSG00000120436
LPA	4018	ENSG00000198670
HBG2	3048	ENSG00000196565
PEX1	5189	ENSG00000127980
HBE1	3046	ENSG00000213931
PALS1	64398	ENSG00000072415
FARS2	10667	ENSG00000145982
OR51B4	79339	ENSG00000183251
SLC35A5	55032	ENSG00000138459
OR51B6	390058	ENSG00000176239
ATP6V1D	51382	ENSG00000100554
CCNG2	901	ENSG00000138764
OR51Q1	390061	ENSG00000167360
BCAR3	8412	ENSG00000137936
OR52D1	390066	ENSG00000181609
HAL	3034	ENSG00000084110
UBQLN3	50613	ENSG00000175520
PRDM13	59336	ENSG00000112238
INHBB	3625	ENSG00000163083
UBQLNL	143630	ENSG00000175518
CCL22	6367	ENSG00000102962
GYS1	2997	ENSG00000104812
OR52B6	340980	ENSG00000187747
DTNBP1	84062	ENSG00000047579
LNPK	80856	ENSG00000144320
ATP2B3	492	ENSG00000067842
CAPNS2	84290	ENSG00000256812
TRIM6	117854	ENSG00000121236
ILDR1	286676	ENSG00000145103
XBP1	7494	ENSG00000100219
DYNC1LI2	1783	ENSG00000135720
PPARA	5465	ENSG00000186951
NR1C1	5465	ENSG00000186951
ESYT3	83850	ENSG00000158220
RNF175	285533	ENSG00000145428
CDPF1	150383	ENSG00000205643
DKKL1	27120	ENSG00000104901
RASGEF1C	255426	ENSG00000146090
SRP54	6729	ENSG00000100883
CSRNP3	80034	ENSG00000178662
SNX33	257364	ENSG00000173548
CA1	759	ENSG00000133742
HEL-S-11	759	ENSG00000133742
BARHL2	343472	ENSG00000143032
SERHL2	253190	ENSG00000183569
CATSPER2	117155	ENSG00000166762
PRMT9	90826	ENSG00000164169
SYT5	6861	ENSG00000129990
TRIM6-TRIM34	445372	ENSG00000258588
TFAP2D	83741	ENSG00000008197
DMAP1	55929	ENSG00000178028
RNF144B	255488	ENSG00000137393
DLX1	1745	ENSG00000144355
PXDC1	221749	ENSG00000168994
STAG1	10274	ENSG00000118007
IYD	389434	ENSG00000009765
OR56B1	387748	ENSG00000181023
MTMR1	8776	ENSG00000063601
OR52E6	390078	ENSG00000205409
TOX3	27324	ENSG00000103460
NAP1L5	266812	ENSG00000177432
HBG1	3047	ENSG00000213934
HBG2	3047	ENSG00000213934
ZNF385B	151126	ENSG00000144331
MRGPRG	386746	ENSG00000182170
ALDH2	217	ENSG00000111275
MRGPRE	116534	ENSG00000184350
MGRF	116534	ENSG00000184350
ZFP2	80108	ENSG00000198939
PPP1R37	284352	ENSG00000104866
FGG	2266	ENSG00000171557
ZNF195	7748	ENSG00000005801
UTP4	84916	ENSG00000141076
ZNF599	148103	ENSG00000153896
INPP5K	51763	ENSG00000132376
ECSCR	641700	ENSG00000249751
TCF12	6938	ENSG00000140262
PTPRH	5794	ENSG00000080031
SLC22A16	85413	ENSG00000004809
HEL-S-18	85413	ENSG00000004809
C1QTNF2	114898	ENSG00000145861
ADIH	114898	ENSG00000145861
RALB	5899	ENSG00000144118
DDO	8528	ENSG00000203797
ddo	8528	ENSG00000203797
RBM22	55696	ENSG00000086589
KRT77	374454	ENSG00000189182
WRNIP1	56897	ENSG00000124535
AHCYL1	10768	ENSG00000168710
VPS50	55610	ENSG00000004766
ANKRD50	57182	ENSG00000151458
GAS2L3	283431	ENSG00000139354
HEL57	1992	ENSG00000021355
SERPINB1	1992	ENSG00000021355
ATP5MGL	267020	ENSG00000249222
GALNT10	55568	ENSG00000164574
SERPINB9	5272	ENSG00000170542
SMDT1	91689	ENSG00000183172
CBR4	84869	ENSG00000145439
A4GALT	53947	ENSG00000128274
SERPINB6	5269	ENSG00000124570
ARFGAP3	26286	ENSG00000242247
SPATA31A5	727905	ENSG00000276581
ZNF547	6399	ENSG00000196459
TRAPPC2	6399	ENSG00000196459
ARL4C	10123	ENSG00000188042
CCDC187	399693	ENSG00000260220
HSPA4L	22824	ENSG00000164070
POP4	10775	ENSG00000105171
TM7SF3	51768	ENSG00000064115
RILP	83547	ENSG00000167705
SMYD5	10322	ENSG00000135632
NEK9	91754	ENSG00000119638
CNN3	1266	ENSG00000117519
TMEM174	134288	ENSG00000164325
MGC13034	134288	ENSG00000164325
PRPF8	10594	ENSG00000174231
PARP8	79668	ENSG00000151883
LPCAT2	54947	ENSG00000087253
USP9X	8239	ENSG00000124486
VAV3	10451	ENSG00000134215
ADIG	149685	ENSG00000182035
PTBP3	9991	ENSG00000119314
ROD1	9991	ENSG00000119314
ATP6V1A	523	ENSG00000114573
CYP24A1	1591	ENSG00000019186
EDAR	10913	ENSG00000135960
ZNF181	339318	ENSG00000197841
CTRB2	440387	ENSG00000168928
CYB5R3	1727	ENSG00000100243
CCT2	10576	ENSG00000166226
HEL-S-100n	10576	ENSG00000166226
GLYATL1B	100287520	ENSG00000255151
FFAR3	2865	ENSG00000185897
FAM111B	374393	ENSG00000189057
TERB1	283847	ENSG00000249961
JADE1	79960	ENSG00000077684
SLC25A42	284439	ENSG00000181035
MGC26694	284439	ENSG00000181035
RNF103-CHMP3	100526767	ENSG00000249884
BCAS1	8537	ENSG00000064787
ICOS	29851	ENSG00000163600
DTX4	23220	ENSG00000110042
TMEM86B	255043	ENSG00000180089
MDH1B	130752	ENSG00000138400
HACD2	201562	ENSG00000206527
TMEM35A	59353	ENSG00000126950
CENPI	2491	ENSG00000102384
FSHPRH1	2491	ENSG00000102384
MPEG1	219972	ENSG00000197629
SMIM19	114926	ENSG00000176209
FA2H	79152	ENSG00000103089
PROK2	60675	ENSG00000163421
B4GALT1	2683	ENSG00000086062
MARK3	4140	ENSG00000075413
ACP7	390928	ENSG00000183760
VWA5A	4013	ENSG00000110002
LOH11CR2A	4013	ENSG00000110002
FSTL1	11167	ENSG00000163430
HAUS7	55559	ENSG00000213397
TRPS1	7227	ENSG00000104447
FKTN	2218	ENSG00000106692
NCCRP1	342897	ENSG00000188505
IFNL1	282618	ENSG00000182393
IF1IB1	282618	ENSG00000182393
IRX3	79191	ENSG00000177508
TLCD2	727910	ENSG00000185561
BARD1	580	ENSG00000138376
SERPINF2	5345	ENSG00000167711
APPL1	26060	ENSG00000157500
GMFG	9535	ENSG00000130755
DPYD	1806	ENSG00000188641
BPHL	670	ENSG00000137274
PMFBP1	83449	ENSG00000118557
MOGAT3	346606	ENSG00000106384
SAT1	6303	ENSG00000130066
FASTKD5	60493	ENSG00000215251
TP53RK	112858	ENSG00000172315
PRPF6	24148	ENSG00000101161
TLCD4	148534	ENSG00000152078
NYNRIN	57523	ENSG00000205978
SPAG4	6676	ENSG00000061656
PPP3CC	5533	ENSG00000120910
CBLN3	643866	ENSG00000139899
TMTC2	160335	ENSG00000179104
PTPN13	5783	ENSG00000163629
SERPINF1	5176	ENSG00000132386
KHNYN	23351	ENSG00000100441
POU3F1	5453	ENSG00000185668
MAGEB1	4112	ENSG00000214107
LRRC8D	55144	ENSG00000171492
OR13H1	347468	ENSG00000171054
SPACA5	729201	ENSG00000171478
RP11-38O23.2	729201	ENSG00000171478
FBXO10	26267	ENSG00000147912
STARD8	9754	ENSG00000130052
VPS41	27072	ENSG00000006715
S1PR1	1901	ENSG00000170989
ZNF334	55713	ENSG00000198185
CMA1	1215	ENSG00000092009
PAF1	54623	ENSG00000006712
ELAPOR1	57535	ENSG00000116299
USF3	205717	ENSG00000176542
APPL2	55198	ENSG00000136044
CHRNA7	1139	ENSG00000175344
GSS	2937	ENSG00000100983
HEL-S-64p	2937	ENSG00000100983
TALDO1	6888	ENSG00000177156
GZMH	2999	ENSG00000100450
MAGEB3	4114	ENSG00000198798
SOX14	8403	ENSG00000168875
CDX4	1046	ENSG00000131264
TOMM5	401505	ENSG00000175768
CXorf49	100132994	ENSG00000215113
KAAG1	353219	ENSG00000146049
MINDY4B	646951	ENSG00000214237
VAT1L	57687	ENSG00000171724
TXN2	25828	ENSG00000100348
GPLD1	2822	ENSG00000112293
GCNA	93953	ENSG00000147174
SMYD4	114826	ENSG00000186532
FRMPD1	22844	ENSG00000070601
CTSG	1511	ENSG00000100448
MAF	4094	ENSG00000178573
COMMD2	51122	ENSG00000114744
OPN1MW2	728458	ENSG00000166160
NRXN3	9369	ENSG00000021645
TANGO6	79613	ENSG00000103047
FNTA	2339	ENSG00000168522
RPA1	6117	ENSG00000132383
FOXRED2	80020	ENSG00000100350
MAGEA9B	728269	ENSG00000267978
MAGEA9	728269	ENSG00000267978
MED29	55588	ENSG00000063322
GATD1	347862	ENSG00000177225
FAM236D	105373251	ENSG00000225396
FAM236C	105373251	ENSG00000225396
TRMT10B	158234	ENSG00000165275
ACTRT1	139741	ENSG00000123165
CXorf49	100130361	ENSG00000215115
ZFP36	7538	ENSG00000128016
NECTIN3	25945	ENSG00000177707
CNTNAP4	85445	ENSG00000152910
CTAG1A	1485	ENSG00000184033
PLEKHG2	64857	ENSG00000090924
DLX2	1746	ENSG00000115844
CTAG2	30848	ENSG00000126890
HGSNAT	138050	ENSG00000165102
DCAF5	8816	ENSG00000139990
AMOT	154796	ENSG00000126016
FMNL2	114793	ENSG00000157827
PLCXD2	257068	ENSG00000240891
SOX9	6662	ENSG00000125398
ALDH5A1	7915	ENSG00000112294
PRICKLE2	166336	ENSG00000163637
ANKIB1	54467	ENSG00000001629
TMCC3	57458	ENSG00000057704
FAM156A	29057	ENSG00000268350
MAP1LC3B2	643246	ENSG00000258102
EXOSC3	51010	ENSG00000107371
TFPI2	7980	ENSG00000105825
GXYLT1	283464	ENSG00000151233
RPS16	6217	ENSG00000105193
NUP35	129401	ENSG00000163002
CEND1	51286	ENSG00000184524
DCAF10	79269	ENSG00000122741
ELAPOR2	222223	ENSG00000164659
SPPL2C	162540	ENSG00000185294
CALCOCO1	57658	ENSG00000012822
EIF3D	8664	ENSG00000100353
SLC25A22	79751	ENSG00000177542
STH	246744	ENSG00000256762
SLC34A1	6569	ENSG00000131183
NAE1	8883	ENSG00000159593
PPDPFL	492307	ENSG00000168333
SLC25A51	92014	ENSG00000122696
G2E3	55632	ENSG00000092140
ZIC1	7545	ENSG00000152977
SUPT5H	6829	ENSG00000196235
SPOP	8405	ENSG00000121067
SHB	6461	ENSG00000107338
PAGE3	139793	ENSG00000204279
AIF1L	83543	ENSG00000126878
RUVBL1	8607	ENSG00000175792
SSX4	548313	ENSG00000269791
ARHGAP29	9411	ENSG00000137962
TDP2	51567	ENSG00000111802
DLGAP2	9228	ENSG00000198010
MYH7B	57644	ENSG00000078814
PFN3	345456	ENSG00000196570
ACOT13	55856	ENSG00000112304
CT47A1	728096	ENSG00000236371
GRK6	2870	ENSG00000198055
MPC1L	347411	ENSG00000238205
DMRTC1B	728656	ENSG00000184911
DMRTC1	728656	ENSG00000184911
TBC1D7	51256	ENSG00000145979
TBC1D7	107080638	ENSG00000145979
UBE2E3	10477	ENSG00000170035
POMK	84197	ENSG00000185900
FAM78A	286336	ENSG00000126882
ZBED1	9189	ENSG00000214717
TRPC4AP	26133	ENSG00000100991
LAMC3	10319	ENSG00000050555
CD99	4267	ENSG00000002586
PPP1R9A	55607	ENSG00000158528
SUCNR1	56670	ENSG00000198829
NDUFB4	4710	ENSG00000065518
SCFD1	23256	ENSG00000092108
PHF20L1	51105	ENSG00000129292
PGM1	5236	ENSG00000079739
UCK1	83549	ENSG00000130717
CEP70	80321	ENSG00000114107
CTCFL	140690	ENSG00000124092
IGSF21	84966	ENSG00000117154
COA7	65260	ENSG00000162377
EPM2A	7957	ENSG00000112425
PRR7	80758	ENSG00000131188
OLFML3	56944	ENSG00000116774
LY75	4065	ENSG00000054219
RAB21	23011	ENSG00000080371
SERPINA10	51156	ENSG00000140093
EMC7	56851	ENSG00000134153
DDX41	51428	ENSG00000183258
TRABD2B	388630	ENSG00000269113
XG	7499	ENSG00000124343
XG	100132596	ENSG00000124343
SERPINA6	866	ENSG00000170099
PGBD4	161779	ENSG00000182405
ENG	2022	ENSG00000106991
SUN2	25777	ENSG00000100242
UNC84B	25777	ENSG00000100242
GCLM	2730	ENSG00000023909
KATNBL1	79768	ENSG00000134152
C15orf29	79768	ENSG00000134152
SERPINA2	390502	ENSG00000258597
SERPINA1	5265	ENSG00000197249
ENPP2	5168	ENSG00000136960
TGFBR3	7049	ENSG00000069702
CCDC38	120935	ENSG00000165972
FIG4	9896	ENSG00000112367
TIMM50	92609	ENSG00000105197
NXPH4	11247	ENSG00000182379
UNC80	285175	ENSG00000144406
MAMLD1	10046	ENSG00000013619
GLRA3	8001	ENSG00000145451
SH2B3	10019	ENSG00000111252
HSD17B10	3028	ENSG00000072506
EMC4	51234	ENSG00000128463
TMEM85	51234	ENSG00000128463
SERPINA11	256394	ENSG00000186910
HUWE1	10075	ENSG00000086758
POC1B	282809	ENSG00000139323
WDR51B	282809	ENSG00000139323
SERPINA9	327657	ENSG00000170054
COQ9	57017	ENSG00000088682
POLR1F	221830	ENSG00000105849
NUTM1	256646	ENSG00000184507
TIGD4	201798	ENSG00000169989
TIGD6	81789	ENSG00000164296
AK1	203	ENSG00000106992
FBXO8	26269	ENSG00000164117
DLL3	10683	ENSG00000090932
PON3	5446	ENSG00000105852
SLC35B1	10237	ENSG00000121073
HMGXB3	22993	ENSG00000113716
GMPR	2766	ENSG00000137198
SZT2	23334	ENSG00000198198
SERPINA12	145264	ENSG00000165953
CSF1R	1436	ENSG00000182578
EID2B	126272	ENSG00000176401
EID2	163126	ENSG00000176396
ABHD2	11057	ENSG00000140526
FAT10	10537	ENSG00000213886
UBD	10537	ENSG00000213886
PARP2	10038	ENSG00000129484
PNMA8A	55228	ENSG00000182013
CFAP20	29105	ENSG00000070761
ZNF740	283337	ENSG00000139651
GABBR1	2550	ENSG00000204681
PNMA8B	57469	ENSG00000204851
SERPINE1	5054	ENSG00000106366
PPM1L	151742	ENSG00000163590
CALM3	808	ENSG00000160014
HEL-S-72	808	ENSG00000160014
CALM1	808	ENSG00000160014
CALM2	808	ENSG00000160014
PON1	5444	ENSG00000005421
ARHGAP31	57514	ENSG00000031081
GINS2	51659	ENSG00000131153
PIWIL3	440822	ENSG00000184571
NR1H4	9971	ENSG00000012504
ST6GALNAC4	27090	ENSG00000136840
CTRB1	1504	ENSG00000168925
CP	1356	ENSG00000047457
BRD1	23774	ENSG00000100425
CCDC102A	92922	ENSG00000135736
FAM117A	81558	ENSG00000121104
HGF	3082	ENSG00000019991
GLRB	2743	ENSG00000109738
LETM2	137994	ENSG00000165046
RLBP1	6017	ENSG00000140522
C1QL2	165257	ENSG00000144119
ADII	165257	ENSG00000144119
PECR	55825	ENSG00000115425
PDGFRB	5159	ENSG00000113721
PIP5KL1	138429	ENSG00000167103
PTGIR	5739	ENSG00000160013
DACT3	147906	ENSG00000197380
SLC12A6	9990	ENSG00000140199
RPLP2	6181	ENSG00000177600
PISD	23761	ENSG00000241878
DGLUCY	80017	ENSG00000133943
LRFN1	57622	ENSG00000128011
CRB3	92359	ENSG00000130545
DPM2	8818	ENSG00000136908
GTF2A1L	11036	ENSG00000242441
FOXC2	2303	ENSG00000176692
KAT7	11143	ENSG00000136504
DENND1C	79958	ENSG00000205744
BCAR1	9564	ENSG00000050820
PNPLA2	57104	ENSG00000177666
FAM102A	399665	ENSG00000167106
PHTF1	10745	ENSG00000116793
SH3RF1	57630	ENSG00000154447
ERAP1	51752	ENSG00000164307
PCK1	5105	ENSG00000124253
DCLK2	166614	ENSG00000170390
PRXL2C	195827	ENSG00000158122
ZBP1	81030	ENSG00000124256
PARP14	54625	ENSG00000173193
RFPL2	10739	ENSG00000128253
ZNF782	158431	ENSG00000196597
P2RX6	9127	ENSG00000099957
ZSWIM2	151112	ENSG00000163012
FER1L6	654463	ENSG00000214814
NUTM2G	441457	ENSG00000188152
CRACR2B	283229	ENSG00000177685
ZMYND8	23613	ENSG00000101040
TCF24	100129654	ENSG00000261787
ACADL	33	ENSG00000115361
CHCHD6	84303	ENSG00000159685
COPS5	10987	ENSG00000121022
SYCE1L	100130958	ENSG00000205078
NDUFA8	4702	ENSG00000119421
TUBB4A	10382	ENSG00000104833
MORN5	254956	ENSG00000185681
TMEM263	90488	ENSG00000151135
GSE1	23199	ENSG00000131149
LRRC14B	389257	ENSG00000185028
FAM124B	79843	ENSG00000124019
ZNRF2	223082	ENSG00000180233
CCDC127	133957	ENSG00000164366
TM4SF18	116441	ENSG00000163762
RBM18	92400	ENSG00000119446
CD151	977	ENSG00000177697
GSTM5	2949	ENSG00000134201
EXOC3	11336	ENSG00000180104
FAM133B	257415	ENSG00000234545
MRRF	92399	ENSG00000148187
ITPRID2	6744	ENSG00000138434
OSBPL8	114882	ENSG00000091039
SMARCA5	8467	ENSG00000153147
SYNPR	132204	ENSG00000163630
GSTM2	2946	ENSG00000213366
TNFSF9	8744	ENSG00000125657
TNLG5A	8744	ENSG00000125657
ARFGEF1	10565	ENSG00000066777
DLX4	1748	ENSG00000108813
SLC9A3	6550	ENSG00000066230
TPST1	8460	ENSG00000169902
CD70	970	ENSG00000125726
TNLG8A	970	ENSG00000125726
DLX3	1747	ENSG00000064195
POTEC	388468	ENSG00000183206
CEP131	22994	ENSG00000141577
SLC16A8	23539	ENSG00000100156
TRIP10	9322	ENSG00000125733
ASNS	440	ENSG00000070669
TMEM131L	23240	ENSG00000121210
MPDZ	8777	ENSG00000107186
ZFP92	139735	ENSG00000189420
XAGE5	170627	ENSG00000171405
TMEM121B	27439	ENSG00000183307
ANKRD30B	374860	ENSG00000180777
CT45A10	102723631	ENSG00000269586
IL17RA	23765	ENSG00000177663
PDZD4	57595	ENSG00000067840
MON1B	22879	ENSG00000103111
CEP72	55722	ENSG00000112877
ZNF707	286075	ENSG00000181135
ZNF707	101928160	ENSG00000181135
TXNDC2	84203	ENSG00000168454
POLR2L	5441	ENSG00000177700
FREP1	11076	ENSG00000171368
TPPP	11076	ENSG00000171368
PCDH11X	27328	ENSG00000102290
F3	2152	ENSG00000117525
VAPA	9218	ENSG00000101558
CHID1	66005	ENSG00000177830
MATR3	9782	ENSG00000280987
HDHD5	27440	ENSG00000069998
ZFP90	146198	ENSG00000184939
VCAM1	7412	ENSG00000162692
ZNF41	7592	ENSG00000147124
PIEZO2	63895	ENSG00000154864
PNMA3	29944	ENSG00000183837
MOG	4340	ENSG00000204655
PEG10	23089	ENSG00000242265
ZNF674	641339	ENSG00000251192
DNAH7	56171	ENSG00000118997
GPR88	54112	ENSG00000181656
RWDD3	25950	ENSG00000122481
RINT1	60561	ENSG00000135249
CBY1	25776	ENSG00000100211
USP51	158880	ENSG00000247746
DMRTC1	63947	ENSG00000269502
SFRP2	6423	ENSG00000145423
MAN1A2	10905	ENSG00000198162
SRP72	6731	ENSG00000174780
HEL103	6731	ENSG00000174780
FAM133A	286499	ENSG00000179083
WFDC1	58189	ENSG00000103175
F9	2158	ENSG00000101981
CCDC166	100130274	ENSG00000255181
APOL3	80833	ENSG00000128284
PDE1C	5137	ENSG00000154678
MAPK15	225689	ENSG00000181085
NDUFAF8	284184	ENSG00000224877
